EC-Lab ASCII FILE
Nb header lines : 3                           
Ewe/V	I/mA	time/s	
6,7455405E-001	7,5819562E-003	2,483999937248882E-001
6,7476422E-001	6,7649344E-003	2,489999937097309E-001
6,7482913E-001	6,1697294E-003	2,495999936945736E-001
6,7478710E-001	5,6852428E-003	2,501999936794164E-001
6,7465347E-001	4,9854289E-003	2,507999936642591E-001
6,7440891E-001	4,2730165E-003	2,513999936491018E-001
6,7400777E-001	3,8160186E-003	2,519999936339445E-001
6,7351115E-001	3,1975249E-003	2,525999936187873E-001
6,7291528E-001	2,4530420E-003	2,531999936036300E-001
6,7210537E-001	1,7077955E-003	2,537999935884727E-001
6,7136431E-001	1,1465700E-003	2,543999935733154E-001
6,7034042E-001	5,9412542E-004	2,549999935581582E-001
6,6937387E-001	-1,3012276E-004	2,555999935430009E-001
6,6817433E-001	-8,3070010E-004	2,561999935278436E-001
6,6678756E-001	-1,4278137E-003	2,567999935126863E-001
6,6545820E-001	-1,7607311E-003	2,573999934975291E-001
6,6399884E-001	-2,5036868E-003	2,579999934823718E-001
6,6242117E-001	-3,1508142E-003	2,585999934672145E-001
6,6080135E-001	-3,7643441E-003	2,591999934520572E-001
6,5889126E-001	-4,5779306E-003	2,597999934369000E-001
6,5698111E-001	-5,0944872E-003	2,603999934217427E-001
6,5506721E-001	-5,6423503E-003	2,609999934065854E-001
6,5301204E-001	-6,0764411E-003	2,615999933914281E-001
6,5083832E-001	-6,8881181E-003	2,621999933762709E-001
6,4853466E-001	-7,4443803E-003	2,627999933611136E-001
6,4613938E-001	-7,8563280E-003	2,633999933459563E-001
6,4372504E-001	-8,5332347E-003	2,639999933307990E-001
6,4124572E-001	-9,1059133E-003	2,645999933156418E-001
6,3852572E-001	-9,5464941E-003	2,651999933004845E-001
6,3591272E-001	-9,9007916E-003	2,657999932853272E-001
6,3319278E-001	-1,0135590E-002	2,663999932701699E-001
6,3040400E-001	-1,0543338E-002	2,669999932550127E-001
6,2755418E-001	-1,1117926E-002	2,675999932398554E-001
6,2450939E-001	-1,1388231E-002	2,681999932246981E-001
6,2158692E-001	-1,1537127E-002	2,687999932095408E-001
6,1850405E-001	-1,2057884E-002	2,693999931943836E-001
6,1539823E-001	-1,2416762E-002	2,699999931792263E-001
6,1227715E-001	-1,2657669E-002	2,705999931640690E-001
6,0903758E-001	-1,2919574E-002	2,711999931489117E-001
